t(s),Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Flux surface 1: solute,Average T volume 1
3.331289225736668,1.2014343064708206e+20,1.3709508897430295e+18,1.2371178060617064e+19,7.827208452486064e+19,1.8078296604593285e+19,673.0000000000006
3.34038966388667,1.2030772661696042e+20,1.3728064071474877e+18,1.2385444127891393e+19,7.838218726082172e+19,1.8053628898330565e+19,673.0000000000006
3.347973362345005,1.2044448455926096e+20,1.3743769509141156e+18,1.2401679226737273e+19,7.846891510310552e+19,1.8033142083249363e+19,673.0000000000006
3.3542931110602843,1.2055834192235807e+20,1.3757002056682537e+18,1.2415392017502966e+19,7.854058588919955e+19,1.8016117870241642e+19,673.0000000000006
3.3618768095186193,1.2069481635322231e+20,1.377261791432153e+18,1.2427741240618543e+19,7.863110883060374e+19,1.799575778466957e+19,673.0000000000006
3.3709772476686215,1.2085836422582293e+20,1.3791084166413432e+18,1.2442202959366988e+19,7.874045915926264e+19,1.797142441897292e+19,673.0000000000006
3.3785609461269566,1.2099450085623757e+20,1.3806741431222298e+18,1.2458620439068301e+19,7.882648697379429e+19,1.7951214844646373e+19,673.0000000000006
3.3848806948422356,1.2110784191352824e+20,1.3819901436890135e+18,1.2471972876963424e+19,7.889815789822149e+19,1.793442071941366e+19,673.0000000000006
3.3924643933005707,1.2124369886099766e+20,1.383541733533884e+18,1.2484026998379977e+19,7.898857354158873e+19,1.791433537724397e+19,673.0000000000006
3.401564831450573,1.2140650873578539e+20,1.3853804804550397e+18,1.249870646241595e+19,7.909713765431776e+19,1.7890329716392692e+19,673.0000000000006
3.409148529908908,1.2154203242838553e+20,1.3869411120151596e+18,1.2515224536779241e+19,7.918256157460991e+19,1.787039182491183e+19,673.0000000000006
3.415468278624187,1.2165486412869953e+20,1.3882500904477542e+18,1.2528264412276914e+19,7.925418680308392e+19,1.7853823109607854e+19,673.0000000000006
3.423051977082522,1.2179011188805249e+20,1.389792554846136e+18,1.2540098317767719e+19,7.934440982953419e+19,1.7834006798851303e+19,673.0000000000006
3.4321524152325242,1.219521936554823e+20,1.391623795883157e+18,1.2554961369098605e+19,7.945222376217421e+19,1.7810321823534932e+19,673.0000000000006
3.4397361136908593,1.2208711260709539e+20,1.3931788849974938e+18,1.257151197557762e+19,7.953712967590996e+19,1.7790649652318638e+19,673.0000000000006
3.4460558624061384,1.2219944174926809e+20,1.394481088435738e+18,1.258429573954869e+19,7.960865423907172e+19,1.7774301306477226e+19,673.0000000000006
3.4536395608644734,1.223340884326177e+20,1.39601514932132e+18,1.2595966922484277e+19,7.969861973468773e+19,1.7754747896962617e+19,673.0000000000006
3.4627399990144756,1.224954517596488e+20,1.3978389677306258e+18,1.2610959414553598e+19,7.980574550912318e+19,1.7731376181522002e+19,673.0000000000006
3.4703236974728107,1.2262977397900626e+20,1.3993881119652577e+18,1.2627497488202015e+19,7.98901951481424e+19,1.7711963524110948e+19,673.0000000000006
3.4766434461880897,1.2274160720432198e+20,1.4006838472559552e+18,1.264008575913622e+19,7.996155846683904e+19,1.7695830379987771e+19,673.0000000000006
3.484227144646425,1.2287566073443126e+20,1.402210140307695e+18,1.2651637937213491e+19,8.005121695976997e+19,1.7676533703549864e+19,673.0000000000006
3.493327582796427,1.2303631506180276e+20,1.4040264469127672e+18,1.266669390816636e+19,8.01577318968642e+19,1.765346793221977e+19,673.0000000000006
3.500911281254762,1.2317004837053909e+20,1.4055693087637501e+18,1.2683192083277447e+19,8.02417677097081e+19,1.7634308769353091e+19,673.0000000000006
3.507231029970041,1.2328139216571382e+20,1.4068589215226355e+18,1.2695646641203284e+19,8.031290705455725e+19,1.7618385872323e+19,673.0000000000006
3.514814728428376,1.234148602822919e+20,1.4083780223239416e+18,1.2707114171360436e+19,8.040221954360435e+19,1.7599340080809118e+19,673.0000000000006
3.5239151665783783,1.2357481483513122e+20,1.410186632225485e+18,1.2722161857654841e+19,8.050820860978323e+19,1.7576573383243465e+19,673.0000000000006
3.5314988650367134,1.237079668782164e+20,1.4117229236332767e+18,1.2738603729212654e+19,8.059186084384814e+19,1.75576620928874e+19,673.0000000000006
3.5378186137519925,1.2381882758489827e+20,1.4130067747954179e+18,1.2750985971862194e+19,8.066271339309652e+19,1.7541944828775082e+19,673.0000000000006
3.5454023122103275,1.2395171785667843e+20,1.414519219771331e+18,1.2762398111777096e+19,8.075164664783811e+19,1.7523144483685558e+19,673.0000000000006
3.5545027503603297,1.2411098165928308e+20,1.4163199104179543e+18,1.2777364159576093e+19,8.08571970090846e+19,1.75006704665341e+19,673.0000000000006
3.5620864488186648,1.2424355991721429e+20,1.4178493630741985e+18,1.2793737228170256e+19,8.094049141674341e+19,1.7482001807082869e+19,673.0000000000006
3.568406197533944,1.2435394374190055e+20,1.4191278072014216e+18,1.2806107545899532e+19,8.101099535798295e+19,1.7466485863970025e+19,673.0000000000006
3.575989895992279,1.2448626357800124e+20,1.420634112963323e+18,1.2817492647769704e+19,8.109951732015792e+19,1.7447925865094652e+19,673.0000000000006
3.585090334142281,1.2464484546648475e+20,1.4224266731159437e+18,1.2832305526026926e+19,8.120471388809642e+19,1.7425738503571827e+19,673.0000000000006
3.592674032600616,1.2477685726507023e+20,1.4239490053977823e+18,1.2848594300715608e+19,8.128767934502342e+19,1.7407307514451747e+19,673.0000000000006
3.598993781315895,1.2488677028671904e+20,1.4252223698305329e+18,1.2861011686544927e+19,8.135777472131347e+19,1.7391988796892332e+19,673.0000000000006
3.6065774797742303,1.2501852694499738e+20,1.4267230497259246e+18,1.2872401144719217e+19,8.144585020947872e+19,1.7373664279565191e+19,673.0000000000006
3.6156779179242324,1.2517643557624377e+20,1.4285073245159798e+18,1.2886994553803166e+19,8.155077127227331e+19,1.735175779979986e+19,673.0000000000006
3.6232616163825675,1.2530788809336855e+20,1.4300222109051328e+18,1.2903173954053134e+19,8.163344704021347e+19,1.7333559709582307e+19,673.0000000000006
3.6295813650978466,1.2541733626858439e+20,1.4312907732536704e+18,1.291569523283809e+19,8.170307701037513e+19,1.7318434267107736e+19,673.0000000000006
3.6371650635561816,1.2554853686127224e+20,1.4327863488847526e+18,1.292712702152247e+19,8.179066394001839e+19,1.7300340524662598e+19,673.0000000000006
3.646265501706184,1.2570578071896369e+20,1.4345622840652554e+18,1.2941443946155188e+19,8.189537616339716e+19,1.7278709322972908e+19,673.0000000000006
3.653849200164519,1.2583668098916547e+20,1.4360693322518218e+18,1.2957473236314431e+19,8.197781845287695e+19,1.7260739490522931e+19,673.0000000000006
3.660168948879798,1.2594567015574015e+20,1.4373332935801103e+18,1.297015129182838e+19,8.204693164490156e+19,1.7245803474310849e+19,673.0000000000006
3.667752647338133,1.2607632165335518e+20,1.4388242989489702e+18,1.298167292820966e+19,8.213397798005077e+19,1.7227935913763545e+19,673.0000000000006
3.676853085488135,1.2623290905227216e+20,1.4405919847493947e+18,1.2995670688521126e+19,8.223853041701349e+19,1.7206574513438253e+19,673.0000000000006
3.6844367839464702,1.2636326397010094e+20,1.4420907268678052e+18,1.3011488557617201e+19,8.232081749945546e+19,1.7188828398183209e+19,673.0000000000006
3.6907565326617493,1.264717998496794e+20,1.443350178287674e+18,1.3024368866444239e+19,8.238937219800567e+19,1.7174078040252672e+19,673.0000000000006
3.6983402311200844,1.2660190908407472e+20,1.4448371542912714e+18,1.3036039609333236e+19,8.247581387408182e+19,1.7156432162287661e+19,673.0000000000006
3.7074406692700865,1.267578481735934e+20,1.4465968658737846e+18,1.3049695830190633e+19,8.258023112865322e+19,1.713533519571804e+19,673.0000000000006
3.7150243677284216,1.2688766449643835e+20,1.4480867724138816e+18,1.306521782785472e+19,8.26624656039763e+19,1.7117808346376899e+19,673.0000000000006
3.7213441164437007,1.2699575269683087e+20,1.4493416538038464e+18,1.3078332523815844e+19,8.273043657643347e+19,1.7103239952357136e+19,673.0000000000006
3.7289278149020357,1.2712532636392227e+20,1.4508251307501752e+18,1.3090224539912686e+19,8.28161967128842e+19,1.7085811345367714e+19,673.0000000000006
3.738028253052038,1.2728062513124942e+20,1.4525773587899825e+18,1.3103543454156036e+19,8.29204719821835e+19,1.7064973549899356e+19,673.0000000000006
3.745611951510373,1.2740990948202303e+20,1.4540578851340316e+18,1.311866364300593e+19,8.300277812785467e+19,1.7047661602761159e+19,673.0000000000006
3.751931700225652,1.275175554994384e+20,1.4553079369701604e+18,1.3132022368442139e+19,8.307016681162215e+19,1.7033271551471497e+19,673.0000000000006
3.759515398683987,1.2764660016189001e+20,1.4567884024020526e+18,1.3144220417642359e+19,8.315515672157725e+19,1.701605589217491e+19,673.0000000000006
3.7686158368339893,1.2780126643530249e+20,1.458533865096273e+18,1.315723850560572e+19,8.325924590117572e+19,1.6995472112054303e+19,673.0000000000006
3.779536362613992,1.2798659739159724e+20,1.4606487766664899e+18,1.3177733281987838e+19,8.337857332259999e+19,1.6970878823604541e+19,673.0000000000006
3.788636800763994,1.281408540207183e+20,1.4624209354601047e+18,1.3194364844696949e+19,8.347806503213628e+19,1.6950458449906113e+19,673.0000000000006
3.799557326543997,1.2832569553002891e+20,1.4645074731339983e+18,1.3210417847938744e+19,8.360195526176958e+19,1.6926059855710417e+19,673.0000000000006
3.808657764693999,1.284795457544425e+20,1.4662627613410007e+18,1.3227647550388834e+19,8.3700805417157e+19,1.6905800768535607e+19,673.0000000000006
3.816241463152334,1.2860762662533035e+20,1.4677458117638118e+18,1.3243208394604272e+19,8.378141316421024e+19,1.6888968693469534e+19,673.0000000000006
3.825341901302336,1.2876114051311272e+20,1.469497939432842e+18,1.325730741012685e+19,8.388312567468533e+19,1.6868842500387228e+19,673.0000000000006
3.836262427082339,1.2894509456117e+20,1.4715764263989368e+18,1.3274370209646868e+19,8.400529189043554e+19,1.6844794470744623e+19,673.0000000000006
3.845362865232341,1.2909820787794885e+20,1.4733395498515735e+18,1.329282773863724e+19,8.410200876068558e+19,1.6824825853893669e+19,673.0000000000006
3.852946563690676,1.2922567648624968e+20,1.4748078828707077e+18,1.330631816324927e+19,8.418439132933769e+19,1.680823470440395e+19,673.0000000000006
3.8620470018406783,1.2937845827555203e+20,1.4765382564062784e+18,1.331948396323125e+19,8.428677302432627e+19,1.6788396038371488e+19,673.0000000000006
3.872967527620681,1.2956153754940898e+20,1.4786232075498757e+18,1.3339073751497243e+19,8.44053984314745e+19,1.6764690846817313e+19,673.0000000000006
3.882067965770683,1.2971392447423137e+20,1.4803801591064223e+18,1.335650949748068e+19,8.450254350461701e+19,1.6745006451647375e+19,673.0000000000006
3.892988491550686,1.298965319203851e+20,1.4824492798218243e+18,1.337256554626205e+19,8.462457142937887e+19,1.6721485287061512e+19,673.0000000000006
3.906093122486689,1.301152928479252e+20,1.4849325136544975e+18,1.3395205517058159e+19,8.476725802271872e+19,1.6693403028724328e+19,673.0000000000006
3.9170136482666917,1.3029733913887711e+20,1.4870192798850547e+18,1.3414970147912018e+19,8.488463658982336e+19,1.667009995192962e+19,673.0000000000006
3.930118279202695,1.305154300849029e+20,1.4894805954428065e+18,1.3434727099264784e+19,8.503000781852833e+19,1.6642277504403786e+19,673.0000000000006
3.9410388049826977,1.3069692040782535e+20,1.4915617472625956e+18,1.3455918629923785e+19,8.514552433523661e+19,1.6619189609287617e+19,673.0000000000006
3.9501392431327,1.3084798786468558e+20,1.4932991036565821e+18,1.3472067581211165e+19,8.524305837400172e+19,1.6600017037008284e+19,673.0000000000006
3.9610597689127025,1.3102901861567422e+20,1.4953483922153556e+18,1.3488309479987173e+19,8.536375050204835e+19,1.6577106317751405e+19,673.0000000000006
3.9701602070627047,1.3117970443259054e+20,1.4970770523193836e+18,1.3505900291792165e+19,8.545964815678677e+19,1.655808062482133e+19,673.0000000000006
3.9777439055210397,1.3130515605811344e+20,1.4985323905764826e+18,1.352088645733044e+19,8.553879765726254e+19,1.6542271912726546e+19,673.0000000000006
3.986844343671042,1.3145552596935705e+20,1.5002494773770995e+18,1.3534468639476478e+19,8.563863703995223e+19,1.6523367406931804e+19,673.0000000000006
3.9977648694510446,1.316357231569111e+20,1.5022904136773463e+18,1.355149667385525e+19,8.57578891948188e+19,1.6500776388642892e+19,673.0000000000006
4.006865307601046,1.3178571674976241e+20,1.5040209035884362e+18,1.3569648753392665e+19,8.585249401042548e+19,1.6482015751989369e+19,673.0000000000006
4.014449006059381,1.3191059318985351e+20,1.5054606153970493e+18,1.358278495002021e+19,8.593325451497513e+19,1.6466426979360651e+19,673.0000000000006
4.023549444209383,1.3206027526808243e+20,1.507157895571849e+18,1.3595670892749318e+19,8.60335284680081e+19,1.6447785043460827e+19,673.0000000000006
4.034469969989385,1.3223965047519502e+20,1.5092022375089856e+18,1.3614817139536423e+19,8.614976718591005e+19,1.6425507121211976e+19,673.0000000000006
4.043570408139387,1.3238896144590697e+20,1.5109258068605245e+18,1.3632072429723144e+19,8.624473508611534e+19,1.6407005984114993e+19,673.0000000000006
4.054490933919389,1.3256789315605207e+20,1.5129569385894456e+18,1.3647888520193247e+19,8.636414469344811e+19,1.6384895824032913e+19,673.0000000000006
4.0675955648553925,1.3278226521861587e+20,1.51538952323248e+18,1.3669698597993097e+19,8.650436218384589e+19,1.6358493751473445e+19,673.0000000000006
4.078516090635395,1.3296066931230853e+20,1.5174381871115587e+18,1.3689513704925706e+19,8.661886797572273e+19,1.633658165232981e+19,673.0000000000006
4.091620721571398,1.3317441131901233e+20,1.519853207555234e+18,1.3708681258340155e+19,8.676147585148803e+19,1.6310414907230806e+19,673.0000000000006
4.1025412473514,1.3335229248970175e+20,1.5218896484119311e+18,1.3729083151401843e+19,8.687513493459596e+19,1.6288697262464956e+19,673.0000000000006
4.111641685501402,1.3350036265048708e+20,1.5235974613452083e+18,1.3745657820891642e+19,8.696988169029276e+19,1.6270659885642387e+19,673.0000000000006
4.122562211281404,1.336778114160888e+20,1.525609818772209e+18,1.3761398655541883e+19,8.708828759260883e+19,1.6249101655156705e+19,673.0000000000006
4.135666842217407,1.3389041253827022e+20,1.5280344531900626e+18,1.3784270228394666e+19,8.722584375904554e+19,1.622335530958133e+19,673.0000000000006
4.14658736799741,1.3406734676647402e+20,1.5300645571432768e+18,1.3803117464173902e+19,8.734024692444534e+19,1.6201985140040675e+19,673.0000000000006
4.159691998933413,1.342793333744945e+20,1.532460778172462e+18,1.3822399078313507e+19,8.748138987167511e+19,1.6176462434003116e+19,673.0000000000006
4.170612524713415,1.3445575752817287e+20,1.5344873031821545e+18,1.38431271795048e+19,8.759347911899713e+19,1.6155277292789348e+19,673.0000000000006
4.179712962863417,1.3460261752091232e+20,1.536178044556527e+18,1.3858819815608087e+19,8.768826507610264e+19,1.6137680860937363e+19,673.0000000000006
4.190633488643419,1.3477861982119438e+20,1.5381727275946957e+18,1.3874532341150816e+19,8.780563313723189e+19,1.6116647910084336e+19,673.0000000000006
4.199733926793421,1.349251294174051e+20,1.5398529632437059e+18,1.3891447855545719e+19,8.78990718646358e+19,1.6099177622374494e+19,673.0000000000006
4.207317625251756,1.3504711063947061e+20,1.5412695601679798e+18,1.3906308998540702e+19,8.797570962399406e+19,1.6084658578436237e+19,673.0000000000006
4.216418063401758,1.3519333006562766e+20,1.5429438831313393e+18,1.3919817566599387e+19,8.807239234241783e+19,1.6067292355538864e+19,673.0000000000006
4.22733858918176,1.3536856668401803e+20,1.5449279459978796e+18,1.3935768392976228e+19,8.818898493789746e+19,1.604653393403138e+19,673.0000000000006
4.236439027331762,1.355144402831853e+20,1.5466088017146401e+18,1.3953363916300919e+19,8.828109433784944e+19,1.6029291239527252e+19,673.0000000000006
4.244022725790097,1.3563589293985515e+20,1.5480138170989553e+18,1.3966880129032872e+19,8.835879765471271e+19,1.6014961040032602e+19,673.0000000000006
4.253123163940098,1.3578148013909405e+20,1.5496703110240778e+18,1.3979508781287987e+19,8.845611167516815e+19,1.5997820251881988e+19,673.0000000000006
4.264043689720101,1.3595596102063828e+20,1.5516518157216858e+18,1.3996889667441992e+19,8.857057353891774e+19,1.5977330631786813e+19,673.0000000000006
4.273144127870102,1.3610120686654451e+20,1.5533297387706883e+18,1.4014393116996063e+19,8.8662210375685e+19,1.5960310722423468e+19,673.0000000000006
4.280727826328437,1.3622213779692054e+20,1.5547211673713674e+18,1.4026625966676107e+19,8.874096766588109e+19,1.5946165316997894e+19,673.0000000000006
4.289828264478439,1.3636710093109135e+20,1.556364166391682e+18,1.4039111456709343e+19,8.883809114862192e+19,1.5929245010806702e+19,673.0000000000006
4.300748790258441,1.3654083580325711e+20,1.5583475986063199e+18,1.4058017063995095e+19,8.895024083671297e+19,1.5909018079580674e+19,673.0000000000006
4.309849228408443,1.3668546195459326e+20,1.5600175527878835e+18,1.4074653460391311e+19,8.904229650212505e+19,1.5892215732280508e+19,673.0000000000006
4.320769754188445,1.3685879398112485e+20,1.5619862657236564e+18,1.4089924597669315e+19,8.915799451073967e+19,1.5872129249029446e+19,673.0000000000006
4.333874385124449,1.370664779683743e+20,1.564343086136668e+18,1.411089215846201e+19,8.92939967383271e+19,1.5848134340033479e+19,673.0000000000006
4.344794910904451,1.3723933041247715e+20,1.5663301771280325e+18,1.413039179767035e+19,8.94045912787277e+19,1.5828213581253513e+19,673.0000000000006
4.357899541840454,1.3744644148216634e+20,1.5686733186351521e+18,1.4148883020685298e+19,8.954279124841277e+19,1.5804415652368738e+19,673.0000000000006
4.368820067620456,1.3761881827359746e+20,1.5706425911999247e+18,1.4168129131419666e+19,8.965354704829365e+19,1.5784657763604896e+19,673.0000000000006
4.377920505770458,1.3776231622480595e+20,1.572300930512491e+18,1.4184902592675461e+19,8.974458738438334e+19,1.5768243728835195e+19,673.0000000000006
4.38884103155046,1.3793429946055098e+20,1.5742570170150042e+18,1.4200325653039458e+19,8.985905638571627e+19,1.5748619619042388e+19,673.0000000000006
4.4019456624864635,1.3814037210467738e+20,1.5765994791232878e+18,1.4221386023957121e+19,8.999366343599346e+19,1.5725174577755484e+19,673.0000000000006
4.412866188266466,1.3831188673072484e+20,1.57857340191964e+18,1.4240793325129673e+19,9.010329585694799e+19,1.5705708730734674e+19,673.0000000000006
4.425970819202469,1.3851739951385567e+20,1.5809006012662316e+18,1.4259155264550617e+19,9.024036987465877e+19,1.5682452221241326e+19,673.0000000000006
4.436891344982471,1.3868844929500937e+20,1.582855399718402e+18,1.427820136560606e+19,9.03503101304315e+19,1.5663142587789871e+19,673.0000000000006
4.445991783132473,1.3883084478620926e+20,1.5845021272347715e+18,1.429494889068925e+19,9.044052380874908e+19,1.5647100170977634e+19,673.0000000000006
4.456912308912475,1.3900150991142909e+20,1.5864450848053125e+18,1.4310317473503599e+19,9.055401169149328e+19,1.5627919398924687e+19,673.0000000000006
4.470016939848478,1.3920600774894086e+20,1.588769255551569e+18,1.4331019195061713e+19,9.0687796177395e+19,1.5605002873904933e+19,673.0000000000006
4.480937465628481,1.3937621482079568e+20,1.5907293840218194e+18,1.4350459171580652e+19,9.079638519893364e+19,1.5585975160479648e+19,673.0000000000006
4.494042096564484,1.3958016538754312e+20,1.5930409215373105e+18,1.4368716547286723e+19,9.093233858170703e+19,1.5563241263444953e+19,673.0000000000006
4.504962622344486,1.397499180545364e+20,1.5949791408702876e+18,1.4387322244187191e+19,9.104177887185648e+19,1.5544365017792301e+19,673.0000000000006
4.514063060494488,1.3989123589075146e+20,1.5966143692735752e+18,1.4404197802004503e+19,9.113103430327014e+19,1.552868230670378e+19,673.0000000000006
4.52498358627449,1.4006061252115441e+20,1.5985455308834545e+18,1.4419639197252469e+19,9.124341471296727e+19,1.5509931107559377e+19,673.0000000000006
4.538088217210493,1.402635708808302e+20,1.6008497957547766e+18,1.443971605659272e+19,9.137671291096077e+19,1.5487527068551846e+19,673.0000000000006
4.5490087429904955,1.4043249969531722e+20,1.6027961894061906e+18,1.4459306586360207e+19,9.148416867076063e+19,1.5468924318694373e+19,673.0000000000006
4.558109181140497,1.405731330529796e+20,1.604404467363105e+18,1.447276176638593e+19,9.157673986204746e+19,1.5453468541879415e+19,673.0000000000006
4.5690297069204995,1.4074169126729415e+20,1.6063168080197617e+18,1.4488775408194267e+19,9.168813457291015e+19,1.543498822462661e+19,673.0000000000006
4.578130145070501,1.4088201671567996e+20,1.6079364513527703e+18,1.450597486002219e+19,9.177640906985172e+19,1.5419634003329792e+19,673.0000000000006
4.585713843528836,1.4099885779598806e+20,1.6092898035147722e+18,1.4519112005571787e+19,9.185099157126996e+19,1.540687066630583e+19,673.0000000000006
4.594814281678838,1.4113892812527678e+20,1.6108866127299548e+18,1.4531355073114059e+19,9.194445861311355e+19,1.5391600301223743e+19,673.0000000000006
4.60573480745884,1.4130681312128867e+20,1.6127930135906842e+18,1.4547693166143672e+19,9.205498347008097e+19,1.5373341195247122e+19,673.0000000000006
4.614835245608842,1.4144657922380811e+20,1.6144078833072228e+18,1.456473995275978e+19,9.214295400787572e+19,1.5358170413991358e+19,673.0000000000006
4.622418944067177,1.415629553370523e+20,1.6157513070956268e+18,1.4577072425399255e+19,9.221808983868259e+19,1.5345559310115498e+19,673.0000000000006
4.631519382217179,1.4170246935992531e+20,1.617336778464858e+18,1.458902121568636e+19,9.231153880390758e+19,1.5330470701079665e+19,673.0000000000006
4.642439907997181,1.418696891553416e+20,1.6192393048176466e+18,1.4606119981321062e+19,9.242072117016517e+19,1.5312428352191443e+19,673.0000000000006
4.651540346147183,1.420089025592126e+20,1.6208484786405076e+18,1.4622904365164644e+19,9.25085239772524e+19,1.5297437252349911e+19,673.0000000000006
4.662460871927185,1.4217576288127482e+20,1.6227540001080077e+18,1.4638428736358302e+19,9.261885683357318e+19,1.5279511147632626e+19,673.0000000000006
4.675565502863188,1.4237571455286488e+20,1.6250156164965888e+18,1.4656991973702083e+19,9.275157964802192e+19,1.5258090113207284e+19,673.0000000000006
4.68648602864319,1.4254214668496626e+20,1.626930283765133e+18,1.467660769660148e+19,9.285719621049698e+19,1.524030151937202e+19,673.0000000000006
4.695586466793192,1.4268070561621425e+20,1.6285197985651036e+18,1.4690610196950534e+19,9.294754941466835e+19,1.5225520680954784e+19,673.0000000000006
4.706506992573194,1.428467833075001e+20,1.6304007305445181e+18,1.4705512189123869e+19,9.305825109317188e+19,1.5207845147352527e+19,673.0000000000006
4.715607430723196,1.4298504772380128e+20,1.6319878998639242e+18,1.4721771876451402e+19,9.314610307168056e+19,1.5193157974610651e+19,673.0000000000006
4.723191129181531,1.4310017547384781e+20,1.6333239957045996e+18,1.4735751317644487e+19,9.321850127657971e+19,1.5180947991854512e+19,673.0000000000006
4.732291567331533,1.4323819581653923e+20,1.6349049300772088e+18,1.474853692755607e+19,9.330971740641187e+19,1.5166338002764075e+19,673.0000000000006
4.743212093111535,1.4340362942504953e+20,1.6367775682797558e+18,1.4763250726057366e+19,9.342014165676773e+19,1.5148866075710867e+19,673.0000000000006
4.752312531261537,1.4354135864106498e+20,1.638361110632977e+18,1.4779669408467941e+19,9.350737749107864e+19,1.5134347615598078e+19,673.0000000000006
4.759896229719872,1.4365604145215513e+20,1.63969016468394e+18,1.479311776745414e+19,9.358001335745454e+19,1.5122277575226149e+19,673.0000000000006
4.768996667869874,1.4379352938807314e+20,1.6412608041759619e+18,1.4805451776788756e+19,9.367137019322989e+19,1.510783460810135e+19,673.0000000000006
4.779917193649876,1.4395832628351176e+20,1.6431265319535762e+18,1.482049109858502e+19,9.37809809068112e+19,1.5090561852248906e+19,673.0000000000006
4.789017631799878,1.4409552640810322e+20,1.644706334112046e+18,1.4837084932607054e+19,9.386759298610722e+19,1.5076208527193285e+19,673.0000000000006
4.796601330258213,1.4420976934898526e+20,1.646028492474679e+18,1.485008202130105e+19,9.394038862792638e+19,1.5064275532222015e+19,673.0000000000006
4.805701768408214,1.4434673093006421e+20,1.6475899346481403e+18,1.4862114057132786e+19,9.4031718980813e+19,1.5049996228588638e+19,673.0000000000006
4.816622294188217,1.4451089833239249e+20,1.6494498511452662e+18,1.4877530307067384e+19,9.414044832470277e+19,1.503291876503818e+19,673.0000000000006
4.825722732338218,1.4464757535359625e+20,1.651025536259316e+18,1.4894190243297597e+19,9.42265597943401e+19,1.5018727432557677e+19,673.0000000000006
4.833306430796553,1.4476138339483764e+20,1.6523409146860526e+18,1.4906776235619064e+19,9.429947751789142e+19,1.5006928916585415e+19,673.0000000000006
4.842406868946555,1.4489782455825128e+20,1.6538939466286612e+18,1.4918593271092259e+19,9.439068341769418e+19,1.4992810253828289e+19,673.0000000000006
4.853327394726557,1.4506136955304953e+20,1.6557485357807342e+18,1.4934372027610774e+19,9.449854248696419e+19,1.4975924508811049e+19,673.0000000000006
4.862427832876559,1.4519752934862365e+20,1.6573196050956577e+18,1.495100845042113e+19,9.458425957092137e+19,1.496189221379837e+19,673.0000000000006
4.870011531334894,1.453109073697525e+20,1.6586283636466086e+18,1.4963234143604769e+19,9.465725001477418e+19,1.4950225723775461e+19,673.0000000000006
4.879111969484896,1.4544683394420389e+20,1.6601736343084585e+18,1.4974902494159897e+19,9.474825701246974e+19,1.4936264764580348e+19,673.0000000000006
4.890032495264898,1.4560976348746503e+20,1.6620230608503575e+18,1.4991002771840063e+19,9.485529020402944e+19,1.4919567217099143e+19,673.0000000000006
4.8991329334149,1.4574541182739132e+20,1.663589101320532e+18,1.5007557838608112e+19,9.494068540145725e+19,1.490569102797853e+19,673.0000000000006
4.906716631873235,1.4585836461822198e+20,1.6648914737862687e+18,1.5019478230211596e+19,9.501369332779891e+19,1.4894154123911324e+19,673.0000000000006
4.915817070023237,1.4599378232491604e+20,1.6664295330631542e+18,1.503104543453319e+19,9.510444777473442e+19,1.4880347948423246e+19,673.0000000000006
4.926737595803239,1.4615610324404217e+20,1.6682737506612413e+18,1.5047410279654867e+19,9.521071986633494e+19,1.4863835114784805e+19,673.0000000000006
4.935838033953241,1.4629124579157728e+20,1.6698344671402378e+18,1.5063854077517144e+19,9.529583510330103e+19,1.485011214761746e+19,673.0000000000006
4.946758559733243,1.464532376042178e+20,1.6716866567381181e+18,1.507928411804314e+19,9.540254138365895e+19,1.483369862278552e+19,673.0000000000006
4.959863190669246,1.4664737068064894e+20,1.673879817286695e+18,1.5096752167931568e+19,9.553201381741617e+19,1.4814079709155678e+19,673.0000000000006
4.970783716449248,1.4680897028679685e+20,1.6757358690638072e+18,1.511581951166577e+19,9.563460751227617e+19,1.4797784022594003e+19,673.0000000000006
4.97988415459925,1.4694351337968294e+20,1.6772831954496205e+18,1.5130117762742438e+19,9.572155694984038e+19,1.4784241211402555e+19,673.0000000000006
4.990804680379252,1.4710478819526492e+20,1.6791107381531156e+18,1.5144249051694225e+19,9.58293752907884e+19,1.476804274203243e+19,673.0000000000006
5.0039093113152555,1.4729806423622025e+20,1.6813155323107894e+18,1.516515600468087e+19,9.59543015207965e+19,1.4748680302002133e+19,673.0000000000006
5.014829837095258,1.4745895196832793e+20,1.6831650056840435e+18,1.5182834166937328e+19,9.605771408098083e+19,1.4732597259781093e+19,673.0000000000006
5.027934468031261,1.4765176531366992e+20,1.6853472165688087e+18,1.5199892078162942e+19,9.618651255180065e+19,1.4713372523359732e+19,673.0000000000006
5.038854993811263,1.478122687132969e+20,1.6871813847428987e+18,1.521784661425424e+19,9.628959371394756e+19,1.4697403687726475e+19,673.0000000000006
5.047955431961265,1.4794590076939688e+20,1.6887265249216356e+18,1.523375456769586e+19,9.637406948256281e+19,1.468413214331786e+19,673.0000000000006
5.058875957741267,1.4810608587870526e+20,1.690553019286083e+18,1.5248358340622727e+19,9.648034822583465e+19,1.466825763887074e+19,673.0000000000006
5.07198058867727,1.4829805933829043e+20,1.692730051539135e+18,1.5266942358284093e+19,9.660689215297374e+19,1.464928179158745e+19,673.0000000000006
5.082901114457273,1.484578650881384e+20,1.694571012568175e+18,1.5285846315348744e+19,9.670818011862783e+19,1.4633519449390055e+19,673.0000000000006
